id,year,majortopic,subtopic 
3101,1996,0,0
3102,1996,0,0
3103,1996,0,0
3104,1996,0,0
3105,1997,20,2011
3106,1997,10,1002
3107,1997,20,2004
3108,1997,15,1523
3109,1997,21,2100
3110,1997,6,601
3111,1997,6,601
3112,1997,6,602
3113,1997,20,2001
3114,1997,17,1706
3115,1997,9,900
3116,1997,1,107
3117,1997,6,603
3118,1997,6,602
3119,1997,5,503
3120,1997,20,2001
3121,1997,3,302
3122,1997,20,2001
3123,1997,10,1007
3124,1997,21,2100
3125,1997,12,1208
3126,1997,19,1910
3127,1997,20,2000
3128,1997,6,601
3129,1997,16,1604
3130,1997,6,602
3131,1997,6,602
3132,1997,19,1902
3133,1997,17,1707
3134,1997,2,206
3135,1997,5,503
3136,1997,15,1502
3137,1997,6,601
3138,1997,2,206
3139,1997,10,1007
3140,1997,20,2001
3141,1997,12,1210
3142,1997,5,500
3143,1997,20,2000
3144,1997,10,1007
3145,1997,3,323
3146,1997,10,1007
3147,1997,5,500
3148,1997,5,502
3149,1997,4,400
3150,1997,12,1299
3151,1997,19,1901
3152,1997,3,399
3153,1997,12,1204
3154,1997,20,2004
3155,1997,19,1921
3156,1997,19,1921
3157,1997,19,1921
3158,1997,4,405
3159,1997,12,1201
3160,1997,20,2000
3161,1997,12,1200
3162,1997,19,1921
3163,1997,2,206
3164,1997,20,2002
3165,1997,20,2099
3166,1997,20,2000
3167,1997,17,1707
3168,1997,6,602
3169,1997,12,1204
3170,1997,13,1304
3171,1997,12,1203
3172,1997,12,1203
3173,1997,20,2001
3174,1997,14,1400
3175,1997,14,1400
3176,1997,3,331
3177,1997,10,1000
3178,1997,10,1000
3179,1997,3,302
3180,1997,10,1005
3181,1997,17,1706
3182,1997,10,1002
3183,1997,20,2099
3184,1997,12,1201
3185,1997,3,325
3186,1997,20,2000
3187,1997,13,1300
3188,1997,13,1303
3189,1997,8,803
3190,1997,1,107
3191,1997,0,0
3192,1997,0,0
3193,1997,0,0
3194,1997,0,0
3195,1997,0,0
3196,1997,0,0
3197,1997,0,0
3198,1997,0,0
3199,1997,0,0
3200,1997,0,0
3201,1997,0,0
3202,1997,0,0
3203,1997,0,0
3204,1997,0,0
3205,1997,0,0
3206,1997,6,601
3207,1997,16,1600
3208,1997,5,529
3209,1997,3,302
3210,1997,0,0
3211,1997,0,0
3212,1997,0,0
3213,1997,17,1706
3214,1997,0,0
3215,1997,12,1202
3216,1997,0,0
3217,1997,14,1499
3218,1997,12,1204
3219,1997,0,0
3220,1997,13,1300
3221,1997,12,1201
3222,1997,12,1201
3223,1997,12,1204
3224,1997,12,1208
3225,1997,15,1504
3226,1997,6,602
3227,1997,6,602
3228,1997,3,321
3229,1997,10,1007
3230,1997,12,1201
3231,1997,13,1304
3232,1997,3,300
3233,1997,23,2300
3234,1997,12,1210
3235,1997,13,1305
3236,1997,3,300
3237,1997,1,100
3238,1997,14,1499
3239,1997,20,2003
3240,1997,16,1608
3241,1997,2,208
3242,1997,20,2005
3243,1997,16,1600
3244,1997,20,2002
3245,1997,20,2000
3246,1997,19,1900
3247,1997,6,602
3248,1997,1,107
3249,1997,15,1504
3250,1997,12,1204
3251,1997,19,1900
3252,1997,20,2004
3253,1997,15,1522
3254,1997,16,1608
3255,1997,0,0
3256,1997,0,0
3257,1997,0,0
3258,1997,0,0
3259,1997,0,0
3260,1997,0,0
3261,1997,0,0
3262,1997,0,0
3263,1997,0,0
3264,1997,0,0
3265,1997,5,502
3266,1997,0,0
3267,1997,5,503
3268,1997,0,0
3269,1997,0,0
3270,1997,0,0
3271,1997,0,0
3272,1997,0,0
3273,1997,0,0
3274,1997,0,0
3275,1997,0,0
3276,1997,0,0
3277,1997,0,0
3278,1997,0,0
3279,1997,15,1505
3280,1997,7,700
3281,1997,7,711
3282,1997,13,1300
3283,1997,4,405
3284,1997,15,1526
3285,1997,10,1007
3286,1997,10,1000
3287,1997,17,1706
3288,1997,0,0
3289,1997,0,0
3290,1997,0,0
3291,1997,0,0
3292,1997,0,0
3293,1997,0,0
3294,1997,0,0
3295,1997,0,0
3296,1997,0,0
3297,1997,0,0
3298,1997,0,0
3299,1997,0,0
3300,1997,0,0
3301,1997,0,0
3302,1997,0,0
3303,1997,0,0
3304,1997,0,0
3305,1997,0,0
3306,1997,0,0
3307,1997,0,0
3308,1997,0,0
3309,1997,0,0
3310,1997,5,503
3311,1997,5,503
3312,1997,15,1502
3313,1997,15,1599
3314,1997,17,1799
3315,1997,5,503
3316,1997,8,802
3317,1997,19,1929
3318,1997,20,2005
3319,1997,20,2002
3320,1997,12,1202
3321,1997,3,300
3322,1997,3,321
3323,1997,13,1300
3324,1997,15,1526
3325,1998,3,321
3326,1998,5,503
3327,1998,20,2001
3328,1998,20,2001
3329,1998,20,2001
3330,1998,20,2001
3331,1998,20,2001
3332,1998,13,1300
3333,1998,13,1300
3334,1998,13,1399
3335,1998,15,1502
3336,1998,6,600
3337,1998,14,1400
3338,1998,10,1002
3339,1998,2,204
3340,1998,18,1808
3341,1998,21,2199
3342,1998,7,705
3343,1998,1,107
3344,1998,1,107
3345,1998,1,107
3346,1998,7,700
3347,1998,1,107
3348,1998,3,302
3349,1998,13,1302
3350,1998,15,1599
3351,1998,13,1303
3352,1997,0,0
3353,1997,0,0
3354,1998,20,2012
3355,1998,12,1208
3356,1998,7,700
3357,1998,15,1500
3358,1998,15,1502
3359,1998,1,104
3360,1998,6,602
3361,1998,17,1706
3362,1998,15,1526
3363,1998,12,1204
3364,1998,16,1605
3365,1998,15,1500
3366,1998,20,2000
3367,1998,3,321
3368,1998,20,2001
3369,1998,20,2001
3370,1998,9,900
3371,1998,16,1608
3372,1998,7,705
3373,1998,7,711
3374,1998,5,503
3375,1998,23,2300
3376,1998,13,1304
3377,1998,10,1003
3378,1998,10,1002
3379,1998,13,1302
3380,1998,20,2001
3381,1998,5,503
3382,1997,0,0
3383,1998,6,602
3384,1998,4,405
3385,1997,0,0
3386,1997,0,0
3387,1997,0,0
3388,1997,0,0
3389,1997,0,0
3390,1997,0,0
3391,1997,0,0
3392,1997,0,0
3393,1997,0,0
3394,1997,0,0
3395,1997,0,0
3396,1997,0,0
3397,1997,0,0
3398,1997,0,0
3399,1997,0,0
3400,1997,0,0
3401,1997,0,0
3402,1997,0,0
3403,1997,0,0
3404,1997,0,0
3405,1998,6,602
3406,1997,14,1499
3407,1998,4,408
3408,1998,21,2100
3409,1998,16,1611
3410,1998,14,1406
3411,1998,10,1002
3412,1998,15,1500
3413,1998,19,1902
3414,1998,13,1302
3415,1998,9,900
3416,1998,6,602
3417,1998,1,107
3418,1998,20,2015
3419,1998,12,1200
3420,1998,14,1406
3421,1998,12,1205
3422,1998,14,1401
3423,1998,7,703
3424,1998,3,301
3425,1998,20,2003
3426,1998,10,1003
3427,1998,15,1522
3428,1998,6,606
3429,1998,13,1300
3430,1998,12,1227
3431,1998,5,501
3432,1998,12,1204
3433,1998,6,602
3434,1998,20,2099
3435,1998,2,208
3436,1998,9,900
3437,1998,14,1401
3438,1998,6,604
3439,1998,13,1399
3440,1998,5,503
3441,1998,1,107
3442,1998,7,705
3443,1998,10,1002
3444,1998,10,1099
3445,1998,19,1929
3446,1998,13,1300
3447,1998,13,1300
3448,1998,19,1910
3449,1998,12,1204
3450,1998,16,1605
3451,1998,12,1204
3452,1998,12,1299
3453,1998,4,403
3454,1998,15,1501
3455,1998,4,408
3456,1998,19,1929
3457,1998,6,601
3458,1998,13,1399
3459,1998,0,0
3460,1998,0,0
3461,1998,0,0
3462,1998,0,0
3463,1998,0,0
3464,1998,0,0
3465,1998,0,0
3466,1998,12,1208
3467,1998,0,0
3468,1998,3,342
3469,1998,7,704
3470,1998,2,202
3471,1998,0,0
3472,1998,0,0
3473,1998,7,700
3474,1998,16,1600
3475,1998,0,0
3476,1998,0,0
3477,1998,0,0
3478,1998,0,0
3479,1998,20,2002
3480,1998,3,399
3481,1998,0,0
3482,1998,0,0
3483,1998,0,0
3484,1998,0,0
3485,1998,3,302
3486,1998,13,1308
3487,1998,20,2002
3488,1998,17,1799
3489,1998,0,0
3490,1998,0,0
3491,1998,12,1206
3492,1998,1,107
3493,1998,16,1608
3494,1998,12,1205
3495,1998,0,0
3496,1998,2,202
3497,1998,12,1210
3498,1998,12,1210
3499,1998,16,1602
3500,1998,0,0
3501,1998,5,503
3502,1998,0,0
3503,1998,0,0
3504,1998,0,0
3505,1998,0,0
3506,1998,2,206
3507,1998,7,711
3508,1998,0,0
3509,1998,3,302
3510,1998,13,1304
3511,1998,0,0
3512,1998,0,0
3513,1998,0,0
3514,1998,0,0
3515,1998,15,1505
3516,1998,12,1204
3517,1998,5,500
3518,1998,1,104
3519,1998,14,1499
3520,1998,0,0
3521,1998,0,0
3522,1998,0,0
3523,1998,0,0
3524,1998,0,0
3525,1998,0,0
3526,1998,0,0
3527,1998,0,0
3528,1998,0,0
3529,1998,0,0
3530,1998,0,0
3531,1998,0,0
3532,1998,0,0
3533,1998,9,900
3534,1998,14,1406
3535,1998,14,1406
3536,1998,12,1204
3537,1998,15,1522
3538,1998,12,1204
3539,1998,10,1007
3540,1998,12,1210
3541,1998,16,1699
3542,1998,7,711
3543,1998,7,711
3544,1998,13,1300
3545,1998,15,1501
3546,1998,15,1504
3547,1998,21,2100
3548,1998,15,1502
3549,1998,19,1900
3550,1998,18,1807
3551,1998,16,1600
3552,1998,16,1605
3553,1998,10,1002
3554,1998,14,1499
3555,1998,1,107
3556,1998,1,107
3557,1998,20,2002
3558,1998,20,2011
3559,1998,20,2000
3560,1998,20,2099
3561,1998,2,208
3562,1998,7,700
3563,1998,0,0
3564,1998,0,0
3565,1998,0,0
3566,1998,0,0
3567,1998,0,0
3568,1998,0,0
3569,1998,0,0
3570,1998,0,0
3571,1998,0,0
3572,1998,0,0
3573,1998,0,0
3574,1998,0,0
3575,1998,0,0
3576,1998,0,0
3577,1998,0,0
3578,1998,0,0
3579,1998,0,0
3580,1998,0,0
3581,1998,0,0
3582,1998,0,0
3583,1998,0,0
3584,1998,0,0
3585,1998,0,0
3586,1998,12,1201
3587,1998,8,805
3588,1998,19,1926
3589,1998,20,2001
3590,1998,6,602
3591,1998,20,2000
3592,1999,15,1501
3593,1999,21,2104
3594,1999,13,1300
3595,1999,3,302
3596,1999,16,1600
3597,1999,20,2099
3598,1999,1,107
3599,1999,1,107
3600,1999,17,1707
3601,1999,5,500
3602,1999,15,1599
3603,1999,15,1502
3604,1999,19,1921
3605,1999,20,2001
3606,1999,12,1208
3607,1999,2,208
3608,1999,12,1210
3609,1999,15,1500
3610,1999,20,2012
3611,1999,14,1401
3612,1999,10,1003
3613,1999,12,1210
3614,1998,0,0
3615,1998,0,0
3616,1998,0,0
3617,1998,0,0
3618,1998,0,0
3619,1998,8,802
3620,1998,0,0
3621,1998,0,0
3622,1998,0,0
3623,1998,0,0
3624,1998,0,0
3625,1998,0,0
3626,1998,0,0
3627,1998,0,0
3628,1998,0,0
3629,1998,0,0
3630,1998,0,0
3631,1998,0,0
3632,1998,0,0
3633,1998,0,0
3634,1998,0,0
3635,1998,0,0
3636,1999,4,400
3637,1999,14,1406
3638,1999,10,1007
3639,1999,6,601
3640,1999,6,600
3641,1999,13,1305
3642,1999,10,1002
3643,1998,0,0
3644,1999,7,700
3645,1999,10,1005
3646,1999,20,2001
3647,1999,5,501
3648,1999,4,403
3649,1999,21,2100
3650,1999,20,2003
3651,1999,20,2001
3652,1999,20,2001
3653,1999,7,711
3654,1999,3,302
3655,1999,7,711
3656,1999,3,302
3657,1999,6,604
3658,1999,6,601
3659,1999,6,601
3660,1999,10,1007
3661,1999,2,201
3662,1999,5,502
3663,1999,21,2100
3664,1999,13,1399
3665,1999,5,503
3666,1999,2,208
3667,1999,13,1300
3668,1999,5,503
3669,1999,6,601
3670,1999,6,602
3671,1999,4,499
3672,1999,12,1210
3673,1999,13,1304
3674,1999,14,1406
3675,1999,19,1929
3676,1999,15,1599
3677,1999,10,1001
3678,1999,12,1201
3679,1999,15,1501
3680,1999,10,1007
3681,1999,8,803
3682,1999,8,802
3683,1999,15,1502
3684,1999,14,1400
3685,1999,12,1202
3686,1999,12,1202
3687,1999,3,341
3688,1999,7,711
3689,1999,15,1525
3690,1999,12,1202
3691,1999,13,1302
3692,1999,12,1210
3693,1999,0,0
3694,1999,0,0
3695,1999,0,0
3696,1999,0,0
3697,1999,0,0
3698,1999,0,0
3699,1999,0,0
3700,1999,0,0
3701,1999,0,0
3702,1999,0,0
3703,1999,0,0
3704,1999,6,602
3705,1999,12,1202
3706,1999,0,0
3707,1999,0,0
3708,1999,5,500
3709,1999,9,900
3710,1999,12,1204
3711,1999,3,333
3712,1999,20,2001
3713,1999,0,0
3714,1999,8,807
3715,1999,15,1500
3716,1999,0,0
3717,1999,0,0
3718,1999,0,0
3719,1999,0,0
3720,1999,0,0
3721,1999,0,0
3722,1999,13,1304
3723,1999,7,700
3724,1999,0,0
3725,1999,0,0
3726,1999,0,0
3727,1999,0,0
3728,1999,0,0
3729,1999,0,0
3730,1999,6,602
3731,1999,10,1002
3732,1999,13,1308
3733,1999,0,0
3734,1999,7,701
3735,1999,15,1522
3736,1999,1,107
3737,1999,10,1007
3738,1999,21,2104
3739,1999,12,1201
3740,1999,10,1003
3741,1999,12,1204
3742,1999,0,0
3743,1999,0,0
3744,1999,0,0
3745,1999,0,0
3746,1999,0,0
3747,1999,0,0
3748,1999,0,0
3749,1999,0,0
3750,1999,0,0
3751,1999,0,0
3752,1999,0,0
3753,1999,7,703
3754,1999,3,399
3755,1999,18,1803
3756,1999,20,2001
3757,1999,0,0
3758,1999,0,0
3759,1999,0,0
3760,1999,0,0
3761,1999,0,0
3762,1999,0,0
3763,1999,0,0
3764,1999,20,2001
3765,1999,17,1707
3766,1999,15,1500
3767,1999,12,1299
3768,1999,12,1208
3769,1999,5,503
3770,1999,12,1299
3771,1999,12,1208
3772,1999,12,1208
3773,1999,1,104
3774,1999,16,1608
3775,1999,16,1608
3776,1999,6,601
3777,1999,3,399
3778,1999,15,1525
3779,1999,12,1204
3780,1999,15,1505
3781,1999,15,1525
3782,1999,12,1210
3783,1999,3,331
3784,1999,7,701
3785,1999,15,1505
3786,1999,12,1210
3787,1999,17,1707
3788,1999,19,1921
3789,1999,5,503
3790,1999,7,711
3791,1999,13,1300
3792,1999,5,503
3793,1999,1,107
3794,1999,1,107
3795,1999,9,900
3796,1999,12,1200
3797,1999,14,1400
3798,1999,12,1201
3799,1999,0,0
3800,1999,0,0
3801,1999,0,0
3802,1999,0,0
3803,1999,0,0
3804,1999,0,0
3805,1999,0,0
3806,1999,0,0
3807,1999,0,0
3808,1999,0,0
3809,1999,0,0
3810,1999,0,0
3811,1999,0,0
3812,1999,0,0
3813,1999,0,0
3814,1999,0,0
3815,1999,0,0
3816,1999,0,0
3817,1999,0,0
3818,1999,0,0
3819,1999,0,0
3820,1999,0,0
3821,1999,0,0
3822,1999,13,1304
3823,1999,12,1200
3824,1999,12,1210
3825,1999,12,1208
3826,1999,1,104
3827,1999,1,107
3828,1999,13,1305
3829,1999,0,0
3830,1999,1,107
3831,1999,6,600
3832,1999,15,1502
3833,2000,17,1706
3834,2000,7,711
3835,2000,17,1707
3836,2000,23,2300
3837,2000,1,108
3838,2000,21,2100
3839,2000,9,900
3840,2000,12,1203
3841,2000,1,107
3842,2000,15,1500
3843,2000,12,1204
3844,2000,15,1525
3845,2000,12,1208
3846,2000,13,1399
3847,1999,12,1201
3848,2000,20,2002
3849,2000,12,1200
3850,2000,19,1929
3851,2000,6,601
3852,2000,18,1802
3853,2000,4,405
3854,2000,10,1007
3855,2000,2,204
3856,2000,7,711
3857,2000,20,2002
3858,2000,14,1401
3859,1999,15,1526
3860,2000,20,2001
3861,2000,20,2001
3862,2000,6,601
3863,2000,10,1003
3864,1999,0,0
3865,2000,20,2000
3866,1999,0,0
3867,1999,0,0
3868,1999,0,0
3869,1999,0,0
3870,1999,0,0
3871,1999,0,0
3872,1999,0,0
3873,1999,0,0
3874,1999,0,0
3875,1999,0,0
3876,2000,7,700
3877,1999,0,0
3878,1999,0,0
3879,1999,0,0
3880,1999,0,0
3881,1999,0,0
3882,1999,0,0
3883,2000,15,1599
3884,1999,0,0
3885,1999,0,0
3886,1999,0,0
3887,1999,0,0
3888,1999,0,0
3889,2000,6,603
3890,2000,12,1299
3891,2000,15,1526
3892,2000,20,2000
3893,2000,12,1204
3894,2000,16,1606
3895,2000,19,1921
3896,2000,12,1204
3897,2000,21,2104
3898,2000,6,601
3899,2000,15,1504
3900,2000,20,2001
3901,2000,20,2001
3902,2000,20,2001
3903,2000,8,800
3904,2000,9,900
3905,2000,19,1929
3906,2000,12,1210
3907,2000,9,900
3908,2000,2,208
3909,2000,8,801
3910,2000,8,801
3911,2000,9,900
3912,2000,9,900
3913,2000,20,2001
3914,2000,2,206
3915,2000,6,606
3916,2000,6,602
3917,2000,17,1707
3918,2000,12,1208
3919,2000,5,529
3920,2000,2,202
3921,2000,20,2000
3922,2000,15,1599
3923,2000,20,2000
3924,2000,21,2100
3925,2000,23,2300
3926,2000,20,2011
3927,2000,20,2011
3928,2000,12,1204
3929,2000,3,301
3930,2000,12,1201
3931,2000,12,1208
3932,2000,12,1208
3933,2000,15,1525
3934,2000,20,2007
3935,2000,13,1300
3936,2000,14,1408
3937,2000,14,1499
3938,2000,15,1523
3939,2000,14,1401
3940,2000,5,503
3941,2000,5,503
3942,2000,4,405
3943,2000,13,1308
3944,2000,13,1300
3945,2000,12,1208
3946,2000,4,405
3947,2000,3,302
3948,2000,19,1902
3949,2000,8,800
3950,2000,20,2099
3951,2000,5,501
3952,2000,13,1300
3953,2000,13,1308
3954,2000,5,506
3955,2000,20,2001
3956,2000,0,0
3957,2000,0,0
3958,2000,0,0
3959,2000,0,0
3960,2000,0,0
3961,2000,0,0
3962,2000,0,0
3963,2000,0,0
3964,2000,0,0
3965,2000,5,501
3966,2000,12,1299
3967,2000,0,0
3968,2000,0,0
3969,2000,0,0
3970,2000,0,0
3971,2000,0,0
3972,2000,20,2004
3973,2000,0,0
3974,2000,0,0
3975,2000,0,0
3976,2000,0,0
3977,2000,0,0
3978,2000,0,0
3979,2000,0,0
3980,2000,0,0
3981,2000,0,0
3982,2000,0,0
3983,2000,0,0
3984,2000,0,0
3985,2000,0,0
3986,2000,0,0
3987,2000,0,0
3988,2000,0,0
3989,2000,0,0
3990,2000,0,0
3991,2000,0,0
3992,2000,0,0
3993,2000,0,0
3994,2000,0,0
3995,2000,0,0
3996,2000,0,0
3997,2000,0,0
3998,2000,13,1300
3999,2000,18,1800
4000,2000,7,709
4001,2000,0,0
4002,2000,12,1202
4003,2000,0,0
4004,2000,14,1401
4005,2000,15,1502
4006,2000,0,0
4007,2000,0,0
4008,2000,8,803
4009,2000,5,502
4010,2000,15,1502
4011,2000,0,0
4012,2000,17,1799
4013,2000,12,1210
4014,2000,21,2100
4015,2000,12,1204
4016,2000,12,1204
4017,2000,2,202
4018,2000,1,107
4019,2000,19,1926
4020,2000,15,1522
4021,2000,15,1507
4022,2000,10,1002
4023,2000,4,408
4024,2000,13,1308
4025,2000,6,600
4026,2000,15,1500
4027,2000,13,1308
4028,2000,20,2001
4029,2000,19,1929
4030,2000,4,499
4031,2000,5,503
4032,2000,5,503
4033,2000,5,502
4034,2000,14,1406
4035,2000,12,1203
4036,2000,14,1499
4037,2000,4,405
4038,2000,15,1599
4039,2000,15,1507
4040,2000,13,1300
4041,2000,10,1002
4042,2000,14,1401
4043,2000,12,1208
4044,2000,8,802
4045,2000,15,1501
4046,2000,15,1505
4047,2000,3,342
4048,2000,20,2001
4049,2000,20,2001
4050,2000,12,1208
4051,2000,3,301
4052,2000,12,1210
4053,2000,5,503
4054,2000,6,602
4055,2000,6,600
4056,2000,13,1308
4057,2000,12,1203
4058,2000,7,711
4059,2000,19,1921
4060,2000,23,2300
4061,2000,3,333
4062,2000,15,1500
4063,2000,1,107
4064,2000,12,1204
4065,2000,6,602
4066,2000,0,0
4067,2000,0,0
4068,2000,0,0
4069,2000,0,0
4070,2000,0,0
4071,2000,0,0
4072,2000,0,0
4073,2000,0,0
4074,2000,0,0
4075,2000,0,0
4076,2000,0,0
4077,2000,0,0
4078,2000,0,0
4079,2000,0,0
4080,2000,1,107
4081,2000,0,0
4082,2000,0,0
4083,2000,0,0
4084,2000,0,0
4085,2000,0,0
4086,2000,0,0
4087,2000,0,0
4088,2000,0,0
4089,2000,0,0
4090,2000,6,602
4091,2000,3,399
4092,2000,20,2002
4093,2001,1,107
4094,2001,3,302
4095,2001,13,1300
4096,2001,1,107
4097,2001,5,505
4098,2001,13,1303
4099,2001,7,705
4100,2001,1,104
4101,2001,1,104
4102,2001,19,1926
4103,2001,15,1500
4104,2001,19,1921
4105,2001,12,1202
4106,2001,6,600
4107,2001,21,2104
4108,2001,7,709
4109,2001,20,2004
4110,2001,12,1202
4111,2000,0,0
4112,2000,0,0
4113,2000,0,0
4114,2000,0,0
4115,2000,0,0
4116,2000,0,0
4117,2000,0,0
4118,2000,0,0
4119,2000,0,0
4120,2000,0,0
4121,2000,0,0
4122,2000,0,0
4123,2001,20,2002
4124,2000,0,0
4125,2000,0,0
4126,2000,0,0
4127,2000,0,0
4128,2000,0,0
4129,2000,0,0
4130,2000,0,0
4131,2000,0,0
4132,2000,0,0
4133,2000,0,0
4134,2001,20,2001
4135,2001,5,502
4136,2001,3,321
4137,2001,20,2005
4138,2001,12,1208
4139,2001,12,1204
4140,2001,10,1002
4141,2001,12,1201
4142,2000,2,202
4143,2001,20,2000
4144,2001,19,1910
4145,2001,20,2099
4146,2001,12,1210
4147,2001,1,105
4148,2001,20,2002
4149,2001,6,602
4150,2001,19,1926
4151,2001,17,1706
4152,2001,9,900
4153,2001,3,302
4154,2001,20,2001
4155,2001,12,1299
4156,2001,5,502
4157,2001,15,1523
4158,2001,6,602
4159,2001,20,2001
4160,2001,15,1502
4161,2001,20,2004
4162,2001,10,1003
4163,2001,12,1201
4164,2001,20,2003
4165,2001,17,1706
4166,2001,20,2099
4167,2001,17,1798
4168,2001,12,1201
4169,2001,7,711
4170,2001,15,1522
4171,2001,6,699
4172,2001,18,1807
4173,2001,17,1708
4174,2001,16,1611
4175,2001,14,1406
4176,2001,1,104
4177,2001,12,1210
4178,2001,10,1007
4179,2001,13,1300
4180,2001,15,1520
4181,2001,6,602
4182,2001,5,501
4183,2001,5,503
4184,2001,12,1204
4185,2001,2,299
4186,2001,3,322
4187,2001,7,705
4188,2001,5,505
4189,2001,20,2001
4190,2001,5,502
4191,2001,3,325
4192,2001,15,1500
4193,2001,2,206
4194,2001,5,503
4195,2001,19,1910
4196,2001,7,700
4197,2001,6,603
4198,2001,4,405
4199,2001,13,1304
4200,2001,5,503
4201,2001,16,1610
4202,2001,17,1706
4203,2001,13,1304
4204,2001,19,1925
4205,2001,4,403
4206,2001,12,1204
4207,2001,6,606
4208,2001,12,1201
4209,2001,2,208
4210,2001,0,0
4211,2001,0,0
4212,2001,0,0
4213,2001,0,0
4214,2001,0,0
4215,2001,0,0
4216,2001,0,0
4217,2001,0,0
4218,2001,0,0
4219,2001,0,0
4220,2001,0,0
4221,2001,20,2099
4222,2001,0,0
4223,2001,0,0
4224,2001,0,0
4225,2001,0,0
4226,2001,0,0
4227,2001,0,0
4228,2001,0,0
4229,2001,0,0
4230,2001,0,0
4231,2001,0,0
4232,2001,0,0
4233,2001,0,0
4234,2001,12,1200
4235,2001,17,1700
4236,2001,6,602
4237,2001,1,107
4238,2001,12,1204
4239,2001,20,2099
4240,2001,20,2007
4241,2001,0,0
4242,2001,14,1406
4243,2001,0,0
4244,2001,0,0
4245,2001,0,0
4246,2001,0,0
4247,2001,20,2011
4248,2001,0,0
4249,2001,0,0
4250,2001,0,0
4251,2001,0,0
4252,2001,0,0
4253,2001,13,1302
4254,2001,0,0
4255,2001,0,0
4256,2001,0,0
4257,2001,0,0
4258,2001,0,0
4259,2001,0,0
4260,2001,20,2004
4261,2001,0,0
4262,2001,15,1522
4263,2001,0,0
4264,2001,0,0
4265,2001,0,0
4266,2001,0,0
4267,2001,0,0
4268,2001,15,1500
4269,2001,6,600
4270,2001,2,200
4271,2001,7,700
4272,2001,5,503
4273,2001,19,1921
4274,2001,21,2104
4275,2001,23,2300
4276,2001,15,1525
4277,2001,19,1910
4278,2001,12,1204
4279,2001,20,2004
4280,2001,15,1525
4281,2001,5,503
4282,2001,7,711
4283,2001,7,711
4284,2001,10,1002
4285,2001,12,1207
4286,2001,3,321
4287,2001,12,1200
4288,2001,5,503
4289,2001,1,105
4290,2001,6,601
4291,2001,10,1003
4292,2001,15,1520
4293,2001,15,1520
4294,2001,15,1504
4295,2001,16,1608
4296,2001,12,1203
4297,2001,13,1304
4298,2001,5,502
4299,2001,12,1204
4300,2001,15,1504
4301,2001,1,107
4302,2001,6,602
4303,2001,20,2001
4304,2001,20,2001
4305,2001,13,1304
4306,2001,4,408
4307,2001,4,408
4308,2001,20,2099
4309,2001,15,1502
4310,2001,13,1304
4311,2001,13,1300
4312,2001,13,1399
4313,2001,15,1502
4314,2001,12,1201
4315,2001,15,1599
4316,2001,15,1502
4317,2001,19,1921
4318,2001,6,602
4319,2001,6,601
4320,2001,10,1007
4321,2001,21,2104
4322,2001,1,107
4323,2001,0,0
4324,2001,0,0
4325,2001,0,0
4326,2001,0,0
4327,2001,0,0
4328,2001,0,0
4329,2001,0,0
4330,2001,0,0
4331,2001,7,700
4332,2001,5,500
4333,2001,0,0
4334,2001,20,2001
4335,2001,0,0
4336,2001,0,0
4337,2001,13,1300
4338,2001,0,0
4339,2001,0,0
4340,2001,0,0
4341,2001,0,0
4342,2001,0,0
4343,2001,0,0
4344,2001,0,0
4345,2001,0,0
4346,2001,0,0
4347,2001,0,0
4348,2001,0,0
4349,2001,0,0
4350,2001,12,1210
4351,2001,12,1202
4352,2001,4,405
4353,2002,6,601
4354,2002,21,2100
4355,2002,19,1927
4356,2002,19,1927
4357,2002,19,1927
4358,2002,19,1927
4359,2002,1,105
4360,2002,1,107
4361,2002,9,900
4362,2001,20,2099
4363,2002,4,499
4364,2002,12,1201
4365,2002,20,2000
4366,2002,4,405
4367,2002,20,2004
4368,2002,3,302
4369,2002,20,2001
4370,2002,20,2001
4371,2002,20,2001
4372,2002,18,1803
4373,2002,12,1210
4374,2002,10,1000
4375,2001,1,107
4376,2002,1,104
4377,2002,14,1499
4378,2002,3,331
4379,2002,12,1201
4380,2002,10,1003
4381,2002,6,601
4382,2002,19,1921
4383,2002,10,1003
4384,2002,2,208
4385,2002,6,604
4386,2002,12,1210
4387,2002,6,600
4388,2002,6,600
4389,2002,4,405
4390,2002,6,602
4391,2002,6,600
4392,2002,20,2001
4393,2002,20,2001
4394,2002,20,2001
4395,2002,20,2001
4396,2002,19,1926
4397,2002,19,1926
4398,2002,5,503
4399,2002,1,108
4400,2001,0,0
4401,2001,0,0
4402,2001,0,0
4403,2001,0,0
4404,2001,0,0
4405,2001,0,0
4406,2001,0,0
4407,2002,6,604
4408,2001,0,0
4409,2001,0,0
4410,2001,0,0
4411,2001,0,0
4412,2001,0,0
4413,2001,0,0
4414,2001,0,0
4415,2001,0,0
4416,2001,0,0
4417,2001,0,0
4418,2001,0,0
4419,2001,0,0
4420,2002,5,501
4421,2001,0,0
4422,2001,0,0
4423,2002,13,1305
4424,2002,13,1304
4425,2001,3,321
4426,2001,15,1599
4427,2002,5,503
4428,2002,13,1305
4429,2002,2,204
4430,2002,2,205
4431,2002,21,2101
4432,2002,8,802
4433,2002,4,403
4434,2002,20,2005
4435,2002,8,802
4436,2002,15,1502
4437,2002,10,1007
4438,2002,12,1200
4439,2002,15,1525
4440,2002,6,602
4441,2002,15,1500
4442,2002,8,800
