id,year,majortopic,subtopic 
1769,1989,16,1608
1770,1989,1,107
1771,1989,10,1099
1772,1989,3,322
1773,1989,12,1201
1774,1989,7,700
1775,1989,13,1300
1776,1989,20,2005
1777,1989,16,1608
1778,1989,13,1300
1779,1989,9,900
1780,1989,13,1300
1781,1989,21,2104
1782,1989,16,1608
1783,1989,12,1204
1784,1989,20,2001
1785,1989,1,107
1786,1989,12,1210
1787,1989,20,2001
1788,1989,1,107
1789,1989,1,107
1790,1989,10,1002
1791,1989,17,1707
1792,1989,17,1707
1793,1989,3,333
1794,1989,12,1210
1795,1989,0,0
1796,1989,4,405
1797,1989,15,1522
1798,1989,10,1000
1799,1989,7,703
1800,1989,5,503
1801,1989,6,602
1802,1989,10,1002
1803,1989,0,0
1804,1990,3,331
1805,1989,10,1007
1806,1989,0,0
1807,1989,0,0
1808,1989,0,0
1809,1989,0,0
1810,1989,0,0
1811,1989,0,0
1812,1989,12,1208
1813,1989,0,0
1814,1989,12,1204
1815,1989,10,1007
1816,1989,20,2001
1817,1990,6,600
1818,1989,6,602
1819,1989,13,1304
1820,1989,0,0
1821,1989,1,107
1822,1989,0,0
1823,1989,0,0
1824,1989,7,711
1825,1989,0,0
1826,1989,0,0
1827,1989,0,0
1828,1990,0,0
1829,1990,12,1210
1830,1990,12,1208
1831,1990,15,1599
1832,1990,1,107
1833,1990,1,107
1834,1990,6,601
1835,1990,1,107
1836,1990,15,1502
1837,1990,15,1500
1838,1990,15,1505
1839,1990,12,1210
1840,1990,5,503
1841,1990,5,503
1842,1990,13,1300
1843,1990,2,208
1844,1990,2,208
1845,1990,0,0
1846,1990,0,0
1847,1990,0,0
1848,1990,0,0
1849,1990,0,0
1850,1990,0,0
1851,1990,13,1305
1852,1990,0,0
1853,1990,0,0
1854,1990,0,0
1855,1990,0,0
1856,1990,1,107
1857,1990,1,107
1858,1990,1,107
1859,1990,0,0
1860,1990,1,107
1861,1990,7,700
1862,1990,13,1308
1863,1990,0,0
1864,1990,15,1599
1865,1990,17,1706
1866,1990,1,107
1867,1990,13,1300
1868,1990,12,1299
1869,1990,15,1599
1870,1990,15,1525
1871,1990,4,404
1872,1990,6,601
1873,1990,7,701
1874,1990,4,408
1875,1990,20,2001
1876,1990,4,405
1877,1990,21,2103
1878,1990,14,1406
1879,1990,14,1401
1880,1990,6,602
1881,1990,1,107
1882,1990,15,1500
1883,1990,20,2001
1884,1990,4,408
1885,1990,1,105
1886,1990,2,299
1887,1990,6,602
1888,1990,15,1502
1889,1990,12,1204
1890,1990,12,1210
1891,1990,12,1201
1892,1990,5,503
1893,1990,5,503
1894,1990,5,503
1895,1990,1,107
1896,1990,13,1305
1897,1990,10,1000
1898,1990,8,800
1899,1990,13,1304
1900,1990,13,1300
1901,1990,6,600
1902,1990,15,1525
1903,1990,12,1200
1904,1990,12,1299
1905,1990,17,1707
1906,1990,7,711
1907,1990,6,602
1908,1990,3,321
1909,1990,12,1202
1910,1990,0,0
1911,1990,1,107
1912,1990,3,301
1913,1990,19,1921
1914,1990,6,601
1915,1990,6,602
1916,1990,19,1921
1917,1990,1,107
1918,1990,5,503
1919,1990,12,1299
1920,1990,17,1707
1921,1990,16,1608
1922,1990,4,499
1923,1990,6,602
1924,1990,13,1302
1925,1990,1,107
1926,1990,19,1921
1927,1990,18,1803
1928,1990,0,0
1929,1990,0,0
1930,1990,0,0
1931,1990,0,0
1932,1990,0,0
1933,1990,0,0
1934,1990,15,1599
1935,1990,12,1204
1936,1990,15,1500
1937,1990,7,701
1938,1990,7,711
1939,1990,20,2004
1940,1990,6,601
1941,1990,20,2001
1942,1990,3,321
1943,1990,21,2104
1944,1990,5,503
1945,1990,5,506
1946,1990,20,2001
1947,1990,3,302
1948,1990,20,2004
1949,1990,16,1605
1950,1990,1,107
1951,1990,1,107
1952,1990,1,107
1953,1990,16,1699
1954,1990,3,302
1955,1990,20,2001
1956,1990,8,803
1957,1991,1,107
1958,1991,0,0
1959,1990,3,302
1960,1990,5,503
1961,1990,6,601
1962,1991,0,0
1963,1991,21,2199
1964,1991,15,1500
1965,1991,18,1804
1966,1991,7,700
1967,1991,12,1200
1968,1991,20,2004
1969,1991,0,0
1970,1991,19,1926
1971,1991,6,601
1972,1991,13,1308
1973,1991,13,1302
1974,1991,6,603
1975,1991,5,503
1976,1991,12,1201
1977,1991,12,1299
1978,1991,12,1208
1979,1991,1,107
1980,1991,6,601
1981,1991,6,601
1982,1991,6,601
1983,1991,6,601
1984,1991,5,503
1985,1991,5,503
1986,1991,20,2004
1987,1991,10,1002
1988,1991,0,0
1989,1991,19,1926
1990,1991,10,1000
1991,1991,12,1204
1992,1991,5,501
1993,1991,1,107
1994,1991,2,299
1995,1991,12,1204
1996,1991,18,1807
1997,1991,6,602
1998,1991,13,1300
1999,1991,10,1003
2000,1991,20,2004
2001,1991,15,1500
2002,1991,10,1007
2003,1991,15,1500
2004,1991,12,1204
2005,1991,12,1208
2006,1991,6,606
2007,1991,5,503
2008,1991,9,900
2009,1991,15,1599
2010,1991,14,1406
2011,1991,0,0
2012,1991,6,601
2013,1991,20,2002
2014,1991,16,1608
2015,1991,3,325
2016,1991,12,1208
2017,1991,16,1608
2018,1991,13,1300
2019,1991,13,1399
2020,1991,2,200
2021,1991,20,2000
2022,1991,19,1901
2023,1991,15,1526
2024,1991,10,1002
2025,1991,13,1304
2026,1991,13,1399
2027,1991,14,1406
2028,1991,1,107
2029,1991,0,0
2030,1991,6,604
2031,1991,13,1300
2032,1991,20,2004
2033,1991,3,302
2034,1991,21,2103
2035,1991,6,601
2036,1991,5,501
2037,1991,13,1305
2038,1991,12,1204
2039,1991,13,1305
2040,1991,5,503
2041,1991,5,503
2042,1991,12,1203
2043,1991,12,1210
2044,1991,18,1800
2045,1991,14,1401
2046,1991,8,803
2047,1991,6,602
2048,1991,15,1504
2049,1991,0,0
2050,1991,4,400
2051,1991,19,1929
2052,1991,19,1929
2053,1991,9,900
2054,1991,13,1300
2055,1991,1,107
2056,1991,2,208
2057,1991,6,602
2058,1991,8,800
2059,1991,14,1401
2060,1991,6,602
2061,1991,13,1300
2062,1991,20,2009
2063,1991,13,1305
2064,1991,5,503
2065,1991,15,1501
2066,1991,12,1208
2067,1991,15,1526
2068,1991,13,1300
2069,1991,8,801
2070,1991,5,501
2071,1991,14,1499
2072,1991,14,1400
2073,1991,12,1205
2074,1991,16,1608
2075,1991,5,503
2076,1991,7,711
2077,1991,7,709
2078,1991,16,1608
2079,1991,6,601
2080,1991,16,1602
2081,1991,16,1602
2082,1991,15,1523
2083,1991,13,1399
2084,1991,13,1304
2085,1991,20,2001
2086,1991,1,107
2087,1991,10,1002
2088,1991,3,302
2089,1991,5,500
2090,1991,12,1210
2091,1992,15,1526
2092,1991,19,1929
2093,1992,0,0
2094,1992,17,1798
2095,1992,6,699
2096,1992,2,206
2097,1992,15,1505
2098,1992,13,1308
2099,1992,16,1602
2100,1992,15,1500
2101,1991,14,1499
2102,1992,15,1505
2103,1992,15,1502
2104,1992,20,2001
2105,1992,21,2104
2106,1992,21,2104
2107,1992,13,1300
2108,1992,14,1499
2109,1992,3,341
2110,1992,5,500
2111,1992,6,602
2112,1992,7,703
2113,1992,3,321
2114,1992,9,900
2115,1992,7,705
2116,1992,1,107
2117,1992,12,1201
2118,1992,20,2001
2119,1992,1,107
2120,1992,5,503
2121,1992,5,503
2122,1992,13,1302
2123,1992,13,1308
2124,1992,13,1300
2125,1992,16,1608
2126,1992,23,2300
2127,1992,16,1608
2128,1992,6,601
2129,1992,18,1807
2130,1992,5,503
2131,1992,15,1505
2132,1992,20,2011
2133,1992,1,107
2134,1992,10,1007
2135,1992,7,705
2136,1992,15,1520
2137,1992,5,500
2138,1992,12,1208
2139,1992,12,1200
2140,1992,10,1007
2141,1992,2,208
2142,1992,13,1303
2143,1992,6,604
2144,1992,6,600
2145,1992,12,1299
2146,1992,6,600
2147,1992,6,602
2148,1992,6,602
2149,1992,15,1599
2150,1992,13,1399
2151,1992,13,1300
2152,1992,10,1002
2153,1992,16,1608
2154,1992,16,1608
2155,1992,21,2104
2156,1992,12,1204
2157,1992,12,1210
2158,1992,16,1619
2159,1992,7,709
2160,1992,15,1500
2161,1992,12,1208
2162,1992,12,1208
2163,1992,13,1399
2164,1992,1,107
2165,1992,16,1608
2166,1992,10,1007
2167,1992,12,1204
2168,1992,6,602
2169,1992,10,1002
2170,1992,6,602
2171,1992,7,703
2172,1992,14,1400
2173,1992,15,1524
2174,1992,12,1208
2175,1992,20,2001
2176,1992,8,802
2177,1992,10,1002
2178,1992,14,1400
2179,1992,12,1210
2180,1992,15,1521
2181,1992,20,2001
2182,1992,15,1599
2183,1992,15,1522
2184,1992,6,601
2185,1992,12,1210
2186,1992,2,206
2187,1992,2,206
2188,1992,6,601
2189,1992,14,1406
2190,1992,13,1302
2191,1992,16,1608
2192,1992,20,2001
2193,1992,6,602
2194,1992,12,1201
2195,1992,12,1204
2196,1992,15,1500
2197,1992,0,0
2198,1992,10,1003
2199,1992,3,399
2200,1992,5,529
2201,1992,12,1210
2202,1992,6,601
2203,1992,1,110
2204,1992,7,700
2205,1992,15,1522
2206,1992,7,700
2207,1992,12,1201
2208,1992,7,700
2209,1992,12,1204
2210,1992,6,602
2211,1992,13,1304
2212,1992,13,1302
2213,1992,19,1929
2214,1992,20,2000
2215,1992,15,1523
2216,1992,9,900
2217,1992,5,503
2218,1992,15,1504
2219,1992,5,506
2220,1992,20,2007
2221,1992,20,2004
2222,1992,7,700
2223,1992,12,1200
2224,1992,0,0
2225,1992,13,1300
2226,1992,20,2000
2227,1992,1,107
2228,1992,2,208
2229,1992,2,202
2230,1992,10,1099
2231,1992,8,803
2232,1992,21,2100
2233,1992,19,1910
2234,1992,1,107
2235,1992,18,1807
2236,1992,6,600
2237,1992,15,1523
2238,1992,6,600
2239,1992,20,2007
2240,1992,9,900
2241,1992,5,505
2242,1992,20,2004
2243,1992,23,2300
2244,1992,13,1399
2245,1992,8,803
2246,1992,12,1299
2247,1992,12,1200
2248,1993,5,503
2249,1993,7,711
2250,1993,2,206
2251,1993,19,1929
2252,1993,0,0
2253,1993,5,505
2254,1993,12,1299
2255,1993,13,1304
2256,1993,5,503
2257,1993,10,1003
2258,1993,5,502
2259,1993,13,1304
2260,1993,7,711
2261,1993,7,799
2262,1993,7,707
2263,1993,3,342
2264,1993,7,700
2265,1993,7,705
2266,1993,10,1007
2267,1993,21,2103
2268,1993,20,2004
2269,1993,23,2300
2270,1993,10,1002
2271,1993,12,1204
2272,1993,19,1910
2273,1993,1,107
2274,1993,5,500
2275,1993,5,503
2276,1993,5,503
2277,1993,15,1599
2278,1993,14,1401
2279,1993,6,604
2280,1993,12,1210
2281,1993,20,2001
2282,1993,15,1505
2283,1993,10,1002
2284,1993,5,501
2285,1993,13,1304
2286,1993,7,709
2287,1993,14,1406
2288,1993,19,1910
2289,1993,3,302
2290,1993,12,1205
2291,1993,13,1300
2292,1993,13,1308
2293,1993,6,602
2294,1993,5,529
2295,1993,4,403
2296,1993,4,403
2297,1993,10,1003
2298,1993,17,1798
2299,1993,6,601
2300,1993,13,1300
2301,1993,10,1002
2302,1993,12,1200
2303,1993,6,601
2304,1993,4,405
2305,1993,13,1304
2306,1993,20,2001
2307,1993,8,801
2308,1993,8,803
2309,1993,12,1208
2310,1993,1,107
2311,1993,2,208
2312,1993,12,1202
2313,1993,12,1208
2314,1993,21,2100
2315,1993,3,399
2316,1993,1,107
2317,1993,15,1500
2318,1993,5,503
2319,1993,15,1500
2320,1993,12,1201
2321,1993,12,1208
2322,1993,15,1523
2323,1993,6,604
2324,1993,12,1208
2325,1993,3,324
2326,1993,3,399
2327,1993,12,1227
2328,1993,1,107
2329,1993,12,1210
2330,1993,20,2001
2331,1993,13,1300
2332,1993,8,801
2333,1993,16,1619
2334,1993,6,600
2335,1993,15,1500
2336,1993,15,1523
2337,1993,6,602
2338,1993,5,502
2339,1993,20,2004
2340,1993,6,601
2341,1993,6,602
2342,1993,20,2004
2343,1993,6,602
2344,1993,6,602
2345,1993,12,1299
2346,1993,12,1205
2347,1993,1,107
2348,1993,20,2001
2349,1993,12,1201
2350,1993,15,1505
2351,1993,13,1304
2352,1993,16,1608
2353,1993,5,503
2354,1993,12,1200
2355,1993,10,1007
2356,1993,5,503
2357,1993,12,1202
2358,1993,12,1204
2359,1993,2,207
2360,1993,6,602
2361,1993,6,600
2362,1993,13,1308
2363,1993,12,1208
2364,1993,1,107
2365,1993,20,2001
2366,1993,13,1300
2367,1993,13,1300
2368,1993,7,709
2369,1993,18,1803
2370,1993,5,501
2371,1993,10,1007
2372,1993,5,503
2373,1993,4,405
2374,1993,13,1399
2375,1993,5,503
2376,1993,6,604
2377,1993,15,1500
2378,1993,5,501
2379,1993,4,405
2380,1993,12,1210
2381,1993,12,1208
2382,1993,15,1526
2383,1993,20,2003
2384,1993,18,1803
2385,1993,7,700
2386,1993,7,709
2387,1993,15,1505
2388,1993,2,208
2389,1993,10,1002
2390,1993,5,505
2391,1993,1,107
2392,1993,6,601
2393,1993,1,107
2394,1993,1,107
2395,1993,7,711
2396,1993,20,2003
2397,1993,12,1204
2398,1993,10,1007
2399,1993,10,1003
2400,1993,1,107
2401,1993,7,701
2402,1993,4,408
2403,1993,17,1706
2404,1993,5,503
2405,1993,15,1522
2406,1993,14,1400
2407,1993,7,704
2408,1993,12,1210
2409,1993,5,501
2410,1993,10,1003
2411,1993,6,607
2412,1993,7,707
2413,1993,17,1707
2414,1993,12,1204
2415,1993,3,399
2416,1993,15,1501
2417,1993,5,503
2418,1993,6,601
2419,1993,13,1300
2420,1993,13,1300
2421,1993,5,503
2422,1993,15,1520
2423,1993,10,1007
2424,1993,20,2001
2425,1993,13,1300
2426,1993,15,1500
2427,1993,20,2001
2428,1993,20,2001
2429,1993,20,2001
2430,1993,15,1522
2431,1993,5,501
2432,1994,16,1602
2433,1993,1,107
2434,1993,1,107
2435,1994,1,104
2436,1993,20,2000
2437,1994,5,503
2438,1994,14,1401
2439,1994,17,1707
2440,1994,13,1399
2441,1994,7,703
2442,1994,5,503
2443,1994,10,1002
2444,1994,5,503
2445,1994,17,1706
2446,1994,12,1205
2447,1994,5,506
2448,1994,5,501
2449,1994,16,1608
2450,1994,12,1204
2451,1994,20,2099
2452,1994,3,331
2453,1994,1,107
2454,1994,1,107
2455,1994,1,107
2456,1994,1,107
2457,1994,12,1201
2458,1994,13,1308
2459,1994,6,606
2460,1994,7,700
2461,1993,1,107
2462,1994,5,503
2463,1993,12,1299
2464,1994,20,2099
2465,1994,20,2004
2466,1994,20,2004
2467,1994,12,1201
2468,1994,6,602
2469,1994,14,1406
2470,1994,15,1500
2471,1994,5,503
2472,1994,5,503
2473,1994,10,1002
2474,1994,7,711
2475,1994,14,1406
2476,1994,2,206
2477,1994,9,900
2478,1994,6,602
2479,1994,19,1926
2480,1994,20,2000
2481,1994,15,1500
2482,1994,4,499
2483,1994,7,701
2484,1994,20,2004
2485,1994,6,603
2486,1994,6,601
2487,1994,19,1910
2488,1994,3,302
2489,1994,21,2100
2490,1994,5,503
2491,1994,5,502
2492,1994,7,704
2493,1994,9,900
2494,1994,20,2099
2495,1994,17,1798
2496,1994,15,1500
2497,1994,21,2100
2498,1994,19,1929
2499,1994,9,900
2500,1994,7,711
2501,1994,6,604
2502,1994,5,502
2503,1994,6,602
2504,1994,7,711
2505,1994,7,703
2506,1994,15,1526
2507,1994,5,503
2508,1994,6,601
2509,1994,12,1208
2510,1994,4,408
2511,1994,5,503
2512,1994,5,502
2513,1994,17,1706
2514,1994,3,322
2515,1994,6,606
2516,1994,14,1401
2517,1994,7,711
2518,1994,5,503
2519,1994,12,1201
2520,1994,6,602
2521,1994,5,501
2522,1994,3,302
2523,1994,16,1619
2524,1994,2,208
2525,1994,23,2300
2526,1994,5,503
2527,1994,9,900
2528,1994,10,1002
2529,1994,1,107
2530,1994,20,2004
2531,1994,15,1500
2532,1994,19,1921
2533,1994,19,1921
2534,1994,19,1921
2535,1994,12,1210
2536,1994,12,1207
2537,1994,12,1208
2538,1994,15,1505
2539,1994,12,1299
2540,1994,13,1304
2541,1994,12,1210
2542,1994,6,600
2543,1994,6,602
2544,1994,20,2000
2545,1994,6,601
2546,1994,12,1299
2547,1994,12,1210
2548,1994,20,2001
2549,1994,12,1208
2550,1994,19,1929
2551,1994,12,1210
2552,1994,12,1205
2553,1994,15,1502
2554,1994,7,711
2555,1994,15,1500
2556,1994,17,1707
2557,1994,12,1208
2558,1994,3,341
2559,1994,12,1204
2560,1994,7,700
2561,1994,13,1300
2562,1994,16,1608
2563,1994,15,1501
2564,1994,6,604
2565,1994,7,704
2566,1994,7,703
2567,1994,13,1308
2568,1994,10,1007
2569,1994,13,1304
2570,1994,13,1300
2571,1994,16,1619
2572,1994,20,2000
2573,1994,16,1600
2574,1994,12,1201
2575,1994,20,2004
2576,1994,17,1707
2577,1994,6,600
2578,1994,1,105
2579,1994,12,1299
2580,1994,20,2099
2581,1994,20,2099
2582,1994,6,601
2583,1994,15,1523
2584,1994,3,321
2585,1994,19,1929
2586,1994,9,900
2587,1994,12,1207
2588,1994,20,2004
2589,1994,15,1522
2590,1994,15,1522
2591,1994,10,1003
2592,1994,20,2001
2593,1994,14,1406
2594,1994,2,299
2595,1994,3,322
2596,1994,23,2300
2597,1994,5,505
2598,1994,20,2004
2599,1994,12,1200
2600,1994,12,1208
2601,1994,6,600
2602,1994,13,1304
2603,1994,1,107
2604,1994,3,322
2605,1994,14,1406
2606,1994,15,1502
2607,1995,13,1300
2608,1995,13,1300
2609,1995,3,332
2610,1995,1,107
2611,1995,13,1303
2612,1995,1,107
2613,1995,5,503
2614,1995,6,601
2615,1995,6,600
2616,1995,19,1902
2617,1995,3,300
2618,1995,12,1299
2619,1995,15,1500
2620,1995,15,1521
2621,1995,3,302
2622,1995,9,900
2623,1995,13,1305
2624,1995,15,1500
2625,1995,13,1300
2626,1995,5,500
2627,1995,20,2000
2628,1995,5,501
2629,1995,5,503
2630,1995,15,1522
2631,1995,12,1202
2632,1995,0,0
2633,1995,10,1099
2634,1995,19,1910
2635,1995,6,606
2636,1995,15,1523
2637,1995,7,700
2638,1995,6,601
2639,1995,12,1200
2640,1995,19,1929
2641,1995,4,499
2642,1995,6,602
2643,1995,23,2300
2644,1995,15,1500
2645,1995,10,1002
2646,1995,12,1210
2647,1995,6,601
2648,1995,7,711
2649,1995,10,1005
2650,1995,7,709
2651,1995,10,1003
2652,1995,7,705
2653,1995,20,2001
2654,1995,20,2001
2655,1995,12,1204
2656,1995,23,2300
2657,1995,15,1505
2658,1995,10,1007
2659,1995,10,1002
2660,1995,14,1408
2661,1995,6,601
2662,1995,12,1299
2663,1995,12,1201
2664,1995,2,208
2665,1995,5,503
2666,1995,0,0
2667,1995,4,499
2668,1995,19,1929
2669,1995,10,1000
2670,1995,6,606
2671,1995,6,602
2672,1995,15,1508
2673,1995,6,602
2674,1995,15,1500
2675,1995,3,302
2676,1995,1,108
2677,1995,6,600
2678,1995,14,1499
2679,1995,5,503
2680,1995,8,803
2681,1995,21,2103
2682,1995,20,2001
2683,1995,17,1706
2684,1995,17,1706
2685,1995,14,1400
2686,1995,13,1399
2687,1995,6,602
2688,1995,15,1500
2689,1995,7,700
2690,1995,0,0
2691,1995,0,0
2692,1995,0,0
2693,1995,0,0
2694,1995,0,0
2695,1995,0,0
2696,1995,0,0
2697,1995,0,0
2698,1995,0,0
2699,1995,0,0
2700,1995,0,0
2701,1995,0,0
2702,1995,0,0
2703,1995,0,0
2704,1995,0,0
2705,1995,0,0
2706,1995,0,0
2707,1995,15,1504
2708,1995,5,503
2709,1995,0,0
2710,1995,15,1522
2711,1995,0,0
2712,1995,0,0
2713,1995,14,1499
2714,1995,5,503
2715,1995,12,1204
2716,1995,13,1300
2717,1995,12,1210
2718,1995,13,1300
2719,1995,15,1500
2720,1995,12,1208
2721,1995,6,602
2722,1995,9,900
2723,1995,20,2000
2724,1995,7,711
2725,1995,13,1300
2726,1995,21,2100
2727,1995,17,1707
2728,1995,12,1208
2729,1995,16,1600
2730,1995,8,807
2731,1995,6,601
2732,1995,12,1210
2733,1995,15,1500
2734,1995,3,335
2735,1995,9,900
2736,1995,19,1910
2737,1995,12,1210
2738,1995,10,1007
2739,1995,19,1910
2740,1995,20,2001
2741,1995,13,1300
2742,1995,7,703
2743,1995,19,1929
2744,1995,13,1300
2745,1995,6,601
2746,1995,14,1406
2747,1995,8,803
2748,1995,17,1707
2749,1995,10,1003
2750,1995,15,1505
2751,1995,20,2009
2752,1995,8,800
2753,1995,0,0
2754,1995,0,0
2755,1995,0,0
2756,1995,0,0
2757,1995,0,0
2758,1995,0,0
2759,1995,0,0
2760,1995,0,0
2761,1995,0,0
2762,1995,0,0
2763,1995,0,0
2764,1995,0,0
2765,1995,0,0
2766,1995,0,0
2767,1995,0,0
2768,1995,0,0
2769,1995,0,0
2770,1995,0,0
2771,1995,0,0
2772,1995,0,0
2773,1995,0,0
2774,1995,5,503
2775,1995,1,100
2776,1995,5,503
2777,1995,3,302
2778,1995,15,1521
2779,1995,7,711
2780,1995,1,107
2781,1995,19,1921
2782,1996,3,302
2783,1996,1,105
2784,1996,10,1007
2785,1996,6,600
2786,1995,20,2099
2787,1996,9,900
2788,1996,5,503
2789,1996,5,503
2790,1995,13,1308
2791,1995,4,499
2792,1996,14,1401
2793,1996,1,107
2794,1996,1,107
2795,1996,10,1007
2796,1996,5,505
2797,1996,7,798
2798,1996,15,1500
2799,1996,6,602
2800,1996,1,107
2801,1996,15,1522
2802,1996,20,2001
2803,1996,1,107
2804,1996,14,1499
2805,1996,13,1304
2806,1996,7,701
2807,1996,7,701
2808,1996,7,701
2809,1996,1,107
2810,1996,15,1522
2811,1996,10,1002
2812,1996,13,1304
2813,1996,5,503
2814,1996,10,1007
2815,1996,15,1523
2816,1996,14,1400
2817,1996,6,601
2818,1996,20,2099
2819,1996,15,1599
2820,1996,1,105
2821,1996,10,1002
2822,1996,20,2004
2823,1996,20,2000
2824,1996,7,703
2825,1996,13,1300
2826,1996,14,1499
2827,1996,15,1522
2828,1996,12,1210
2829,1996,14,1406
2830,1996,10,1007
2831,1996,2,208
2832,1995,0,0
2833,1995,0,0
2834,1995,0,0
2835,1995,0,0
2836,1995,0,0
2837,1995,0,0
2838,1995,0,0
2839,1995,0,0
2840,1995,0,0
2841,1995,0,0
2842,1995,0,0
2843,1995,0,0
2844,1995,0,0
2845,1995,0,0
2846,1995,0,0
2847,1995,0,0
2848,1995,0,0
2849,1995,0,0
2850,1995,0,0
2851,1995,0,0
2852,1996,8,807
2853,1995,9,900
2854,1995,14,1400
2855,1996,7,701
2856,1996,3,300
2857,1996,5,505
2858,1996,20,2001
2859,1996,1,104
2860,1996,20,2000
2861,1996,20,2001
2862,1996,20,2001
2863,1996,15,1599
2864,1996,7,700
2865,1996,21,2104
2866,1996,20,2004
2867,1996,18,1803
2868,1996,2,206
2869,1996,20,2006
2870,1996,8,800
2871,1996,15,1502
2872,1996,17,1707
2873,1996,14,1406
2874,1996,13,1303
2875,1996,15,1500
2876,1996,7,711
2877,1996,13,1303
2878,1996,20,2000
2879,1996,15,1599
2880,1996,2,207
2881,1996,2,208
2882,1996,15,1520
2883,1996,6,601
2884,1996,6,602
2885,1996,21,2103
2886,1996,15,1500
2887,1996,13,1300
2888,1996,3,300
2889,1996,5,503
2890,1996,6,602
2891,1996,21,2104
2892,1996,21,2100
2893,1996,15,1599
2894,1996,21,2100
2895,1996,6,601
2896,1996,6,602
2897,1996,1,107
2898,1996,12,1208
2899,1996,17,1707
2900,1996,12,1204
2901,1996,10,1000
2902,1996,2,206
2903,1996,17,1706
2904,1996,6,604
2905,1996,5,503
2906,1996,3,300
2907,1996,14,1400
2908,1996,12,1201
2909,1996,1,107
2910,1996,16,1699
2911,1996,3,321
2912,1996,13,1305
2913,1996,10,1000
2914,1996,3,300
2915,1996,6,600
2916,1996,6,600
2917,1996,10,1007
2918,1996,12,1204
2919,1996,13,1399
2920,1996,15,1500
2921,1996,13,1304
2922,1996,5,503
2923,1996,12,1203
2924,1996,15,1500
2925,1996,7,701
2926,1996,14,1400
2927,1996,20,2004
2928,1996,15,1520
2929,1996,12,1208
2930,1996,13,1305
2931,1996,6,600
2932,1996,0,0
2933,1996,0,0
2934,1996,0,0
2935,1996,0,0
2936,1996,0,0
2937,1996,0,0
2938,1996,0,0
2939,1996,0,0
2940,1996,0,0
2941,1996,0,0
2942,1996,0,0
2943,1996,3,331
2944,1996,0,0
2945,1996,0,0
2946,1996,0,0
2947,1996,20,2000
2948,1996,0,0
2949,1996,0,0
2950,1996,0,0
2951,1996,10,1007
2952,1996,0,0
2953,1996,0,0
2954,1996,0,0
2955,1996,17,1707
2956,1996,1,107
2957,1996,13,1304
2958,1996,13,1304
2959,1996,17,1799
2960,1996,5,503
2961,1996,20,2001
2962,1996,13,1302
2963,1996,20,2001
2964,1996,1,107
2965,1996,6,600
2966,1996,13,1304
2967,1996,1,104
2968,1996,20,2001
2969,1996,5,502
2970,1996,3,321
2971,1996,13,1300
2972,1996,4,499
2973,1996,12,1204
2974,1996,7,709
2975,1996,20,2000
2976,1996,10,1007
2977,1996,19,1901
2978,1996,12,1208
2979,1996,5,503
2980,1996,12,1208
2981,1996,12,1208
2982,1996,7,799
2983,1996,17,1707
2984,1996,2,206
2985,1996,4,405
2986,1996,9,900
2987,1996,19,1926
2988,1996,17,1700
2989,1996,8,807
2990,1996,19,1921
2991,1996,7,711
2992,1996,12,1210
2993,1996,9,900
2994,1996,0,0
2995,1996,0,0
2996,1996,0,0
2997,1996,0,0
2998,1996,0,0
2999,1996,0,0
3000,1996,0,0
3001,1996,0,0
3002,1996,0,0
3003,1996,0,0
3004,1996,0,0
3005,1996,0,0
3006,1996,0,0
3007,1996,0,0
3008,1996,0,0
3009,1996,0,0
3010,1996,0,0
3011,1996,0,0
3012,1996,0,0
3013,1996,0,0
3014,1996,0,0
3015,1996,0,0
3016,1996,23,2300
3017,1996,14,1401
3018,1996,13,1308
3019,1996,20,2009
3020,1996,7,703
3021,1996,14,1406
3022,1996,13,1300
3023,1996,12,1200
3024,1996,5,500
3025,1996,0,0
3026,1996,0,0
3027,1996,0,0
3028,1996,0,0
3029,1996,0,0
3030,1996,0,0
3031,1996,0,0
3032,1996,0,0
3033,1996,0,0
3034,1996,0,0
3035,1996,0,0
3036,1996,0,0
3037,1996,0,0
3038,1996,0,0
3039,1996,0,0
3040,1996,0,0
3041,1996,0,0
3042,1996,0,0
3043,1996,0,0
3044,1996,0,0
3045,1996,0,0
3046,1996,0,0
3047,1996,19,1926
3048,1996,19,1925
3049,1996,12,1299
3050,1996,10,1002
3051,1996,15,1500
3052,1996,6,602
3053,1996,5,501
3054,1996,19,1902
3055,1996,19,1921
3056,1996,20,2008
3057,1996,13,1300
3058,1996,8,899
3059,1997,6,600
3060,1997,14,1401
3061,1997,5,502
3062,1997,13,1300
3063,1997,20,2001
3064,1997,10,1007
3065,1997,1,107
3066,1997,15,1500
3067,1997,5,599
3068,1997,3,302
3069,1997,12,1204
3070,1997,17,1709
3071,1997,14,1406
3072,1997,15,1502
3073,1997,13,1303
3074,1997,20,2099
3075,1997,13,1300
3076,1997,20,2001
3077,1997,20,2001
3078,1997,9,900
3079,1997,1,107
3080,1997,5,502
3081,1997,17,1700
3082,1996,0,0
3083,1996,0,0
3084,1996,0,0
3085,1996,0,0
3086,1996,0,0
3087,1996,0,0
3088,1996,0,0
3089,1996,0,0
3090,1996,0,0
3091,1996,0,0
3092,1996,0,0
3093,1996,0,0
3094,1997,13,1300
3095,1996,0,0
3096,1996,0,0
3097,1996,0,0
3098,1997,7,711
3099,1996,0,0
3100,1996,0,0
